fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality
6.8,0.66,0.07,0.07,61.0,0.99572,0.6,9.3,5
6.7,0.64,0.23,0.08,119.0,0.99538,0.7,10.9,5
7.0,0.43,0.3,0.085,39.0,0.99346,0.46,11.9,6
6.6,0.8,0.03,0.079,12.0,0.9963,0.5,12.2,5
7.0,0.43,0.3,0.085,39.0,0.99346,0.46,11.9,6
6.7,0.64,0.23,0.08,119.0,0.99538,0.7,10.9,5
8.8,0.955,0.05,0.075,19.0,0.99616,0.44,9.6,4
9.1,0.4,0.57,0.08,20.0,0.99652,0.57,12.5,6
6.5,0.885,0.0,0.166,12.0,0.99551,0.51,10.8,5
7.2,0.25,0.37,0.063,41.0,0.99439,0.8,12.4,7
6.4,0.885,0.0,0.166,12.0,0.99551,0.51,10.8,5
7.0,0.745,0.12,0.114,64.0,0.99588,0.59,9.5,6
6.2,0.43,0.22,0.078,56.0,0.99633,0.6,9.5,6
7.9,0.58,0.23,0.076,94.0,0.99686,0.58,9.5,6
7.7,0.57,0.21,0.069,9.0,0.99458,0.54,9.8,6
7.7,0.26,0.26,0.052,77.0,0.9951,0.79,10.9,6
7.9,0.58,0.23,0.076,94.0,0.99686,0.58,9.5,6
7.7,0.57,0.21,0.069,9.0,0.99458,0.54,9.8,6
7.9,0.34,0.36,0.065,10.0,0.99419,0.54,11.2,7
8.6,0.42,0.39,0.068,12.0,0.99516,0.69,11.7,8
9.9,0.74,0.19,0.111,76.0,0.99878,0.55,9.4,5
7.2,0.36,0.46,0.074,44.0,0.99534,0.85,11.0,7
7.2,0.36,0.46,0.074,44.0,0.99534,0.85,11.0,7
7.2,0.36,0.46,0.074,44.0,0.99534,0.85,11.0,7
9.9,0.72,0.55,0.136,52.0,0.99752,0.94,10.0,5
7.2,0.36,0.46,0.074,44.0,0.99534,0.85,11.0,7
6.2,0.39,0.43,0.071,24.0,0.99428,0.87,11.2,7
6.8,0.65,0.02,0.078,15.0,0.99498,0.62,10.4,6
6.6,0.44,0.15,0.076,53.0,0.9957,0.62,9.3,5
6.8,0.65,0.02,0.078,15.0,0.99498,0.62,10.4,6
9.6,0.38,0.42,0.071,13.0,0.99659,0.75,10.5,6
10.2,0.33,0.46,0.081,9.0,0.99628,0.48,10.4,6
8.8,0.27,0.46,0.095,29.0,0.99488,0.56,11.3,6
7.9,0.57,0.31,0.079,79.0,0.99677,0.69,9.5,6
8.2,0.34,0.37,0.057,74.0,0.99408,0.81,12.0,6
8.2,0.4,0.31,0.0819999999999999,24.0,0.996,0.69,10.6,6
9.0,0.39,0.4,0.044,50.0,0.99478,0.83,10.9,6
10.9,0.32,0.52,0.132,44.0,0.99734,0.77,11.5,6
10.9,0.32,0.52,0.132,44.0,0.99734,0.77,11.5,6
8.1,0.53,0.22,0.078,89.0,0.99678,0.46,9.6,6
10.5,0.36,0.47,0.074,23.0,0.99638,0.76,12.0,6
12.6,0.39,0.49,0.08,20.0,0.9992,0.82,10.3,6
9.2,0.46,0.23,0.091,77.0,0.99922,0.51,9.4,5
7.5,0.58,0.03,0.08,46.0,0.99592,0.47,9.2,5
9.0,0.58,0.25,0.104,21.0,0.99769,0.72,9.6,5
5.1,0.42,0.0,0.044,88.0,0.99157,0.73,13.6,7
7.6,0.43,0.29,0.075,66.0,0.99718,0.64,9.5,5
7.7,0.18,0.34,0.066,58.0,0.9947,0.78,11.8,6
7.8,0.815,0.01,0.074,90.0,0.99621,0.62,10.8,5
7.6,0.43,0.29,0.075,66.0,0.99718,0.64,9.5,5
10.2,0.23,0.37,0.057,36.0,0.99614,0.49,9.3,4
7.1,0.75,0.01,0.059,18.0,0.99242,0.4,12.8,6
6.0,0.33,0.32,0.054,113.0,0.99572,0.56,11.5,4
7.8,0.55,0.0,0.07,17.0,0.99659,0.64,9.4,6
7.1,0.75,0.01,0.059,18.0,0.99242,0.4,12.8,6
8.1,0.73,0.0,0.081,24.0,0.99798,0.46,9.6,4
6.5,0.67,0.0,0.057,20.0,0.99488,0.56,11.8,4
7.5,0.61,0.2,0.076,60.0,0.99494,0.4,9.3,5
9.8,0.37,0.39,0.079,65.0,0.99729,0.59,9.8,5
9.0,0.4,0.41,0.0579999999999999,40.0,0.99414,0.6,12.2,6
8.3,0.56,0.22,0.0819999999999999,86.0,0.9983,0.62,9.5,5
5.9,0.29,0.25,0.067,160.0,0.99721,0.54,10.3,6
7.4,0.55,0.19,0.0819999999999999,34.0,0.99655,0.68,10.5,5
7.4,0.74,0.07,0.086,48.0,0.99502,0.48,10.0,5
7.4,0.55,0.19,0.0819999999999999,34.0,0.99655,0.68,10.5,5
6.9,0.41,0.33,0.081,36.0,0.9949,0.75,11.1,6
7.1,0.6,0.01,0.079,37.0,0.99514,0.61,10.9,6
7.1,0.6,0.01,0.079,37.0,0.99514,0.61,10.9,6
7.5,0.58,0.14,0.077,60.0,0.9963,0.59,9.8,5
7.1,0.72,0.0,0.123,14.0,0.99627,0.58,9.8,5
7.9,0.66,0.0,0.096,13.0,0.99569,0.58,9.5,5
7.8,0.7,0.06,0.079,35.0,0.99628,0.69,10.9,5
6.1,0.64,0.02,0.069,46.0,0.99358,0.45,11.0,5
7.5,0.59,0.22,0.0819999999999999,60.0,0.99499,0.42,9.2,5
7.0,0.58,0.28,0.085,69.0,0.99633,0.7,11.0,6
6.8,0.64,0.0,0.123,33.0,0.99538,0.63,11.3,6
6.8,0.64,0.0,0.123,33.0,0.99538,0.63,11.3,6
8.6,0.635,0.68,0.4029999999999999,56.0,0.99632,1.15,9.3,5
6.3,1.02,0.0,0.083,24.0,0.99437,0.55,11.2,4
9.8,0.45,0.38,0.081,66.0,0.99726,0.58,9.8,5
8.2,0.78,0.0,0.089,26.0,0.9978,0.46,9.6,4
8.5,0.37,0.32,0.066,51.0,0.99456,0.72,11.8,6
7.2,0.57,0.05,0.081,36.0,0.99564,0.6,10.3,6
7.2,0.57,0.05,0.081,36.0,0.99564,0.6,10.3,6
10.4,0.43,0.5,0.068,19.0,0.996,0.87,11.4,6
6.9,0.41,0.31,0.079,51.0,0.99668,0.55,9.5,6
5.5,0.49,0.03,0.044,87.0,0.9908,0.82,14.0,8
5.0,0.38,0.01,0.048,60.0,0.99084,0.75,14.0,6
7.3,0.44,0.2,0.049,64.0,0.9935,0.57,11.7,6
5.9,0.46,0.0,0.077,44.0,0.99385,0.53,11.2,5
7.5,0.58,0.2,0.073,44.0,0.99494,0.43,9.3,5
7.8,0.58,0.13,0.102,36.0,0.9944,0.53,11.2,6
8.0,0.715,0.22,0.075,81.0,0.99688,0.54,9.5,6
8.5,0.4,0.4,0.05,10.0,0.99566,0.56,12.0,4
7.0,0.69,0.0,0.114,10.0,0.99636,0.6,9.7,6
8.0,0.715,0.22,0.075,81.0,0.99688,0.54,9.5,6
9.8,0.3,0.39,0.062,9.0,0.9948,0.57,11.5,7
7.1,0.46,0.2,0.077,54.0,0.9956,0.64,10.4,6
7.1,0.46,0.2,0.077,54.0,0.9956,0.64,10.4,6
7.9,0.765,0.0,0.084,22.0,0.99619,0.68,10.9,6
8.7,0.63,0.28,0.096,69.0,0.99734,0.63,10.2,6
7.0,0.42,0.19,0.071,36.0,0.99476,0.56,10.9,5
11.3,0.37,0.5,0.09,47.0,0.99734,0.57,10.5,5
7.1,0.16,0.44,0.068,31.0,0.99328,0.54,12.4,6
8.0,0.6,0.08,0.0559999999999999,7.0,0.99286,0.37,13.0,5
7.0,0.6,0.3,0.068,110.0,0.99914,1.17,10.2,5
7.0,0.6,0.3,0.068,110.0,0.99914,1.17,10.2,5
7.6,0.74,0.0,0.1,12.0,0.99521,0.59,11.0,5
8.2,0.635,0.1,0.073,60.0,0.99638,0.75,10.9,6
5.9,0.395,0.13,0.0559999999999999,28.0,0.99362,0.67,12.4,6
7.5,0.755,0.0,0.084,12.0,0.99672,0.49,9.7,4
8.2,0.635,0.1,0.073,60.0,0.99638,0.75,10.9,6
6.6,0.63,0.0,0.093,77.5,0.99558,0.45,9.5,5
6.6,0.63,0.0,0.093,77.5,0.99558,0.45,9.5,5
7.2,0.53,0.14,0.064,29.0,0.99323,0.61,12.1,6
5.7,0.6,0.0,0.063,18.0,0.99191,0.56,12.2,6
7.6,1.58,0.0,0.1369999999999999,9.0,0.99476,0.4,10.9,3
5.2,0.645,0.0,0.08,28.0,0.99444,0.61,12.5,6
6.7,0.86,0.07,0.1,57.0,0.99598,0.74,11.7,6
9.1,0.37,0.32,0.064,15.0,0.99576,0.8,11.2,6
8.0,0.28,0.44,0.081,68.0,0.99501,0.66,11.2,5
7.6,0.79,0.21,0.087,68.0,0.9955,0.44,9.2,5
7.5,0.61,0.26,0.073,88.0,0.99612,0.53,9.8,5
9.7,0.69,0.32,0.088,91.0,0.9979,0.62,10.1,5
6.8,0.68,0.09,0.068,29.0,0.99524,0.52,11.1,4
9.7,0.69,0.32,0.088,91.0,0.9979,0.62,10.1,5
7.0,0.62,0.1,0.071,63.0,0.996,0.61,9.2,5
7.5,0.61,0.26,0.073,88.0,0.99612,0.53,9.8,5
6.5,0.51,0.15,0.064,27.0,0.9929,0.59,12.8,6
8.0,1.18,0.21,0.083,41.0,0.99532,0.47,10.5,5
7.0,0.36,0.21,0.086,65.0,0.99558,0.54,10.1,6
7.0,0.36,0.21,0.086,69.0,0.99556,0.53,10.1,6
7.5,0.63,0.27,0.083,91.0,0.99616,0.58,9.8,6
5.4,0.74,0.0,0.0409999999999999,46.0,0.99258,0.59,12.5,6
9.9,0.44,0.46,0.091,41.0,0.99638,0.69,11.9,6
7.5,0.63,0.27,0.083,91.0,0.99616,0.58,9.8,6
9.1,0.76,0.68,0.414,64.0,0.99652,1.33,9.1,6
9.7,0.66,0.34,0.094,88.0,0.99796,0.66,10.1,5
5.0,0.74,0.0,0.0409999999999999,46.0,0.99258,0.59,12.5,6
9.1,0.34,0.42,0.0579999999999999,18.0,0.99392,0.55,11.4,5
9.1,0.36,0.39,0.06,55.0,0.99495,0.82,11.0,7
6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6
6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6
6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6
6.7,0.46,0.24,0.077,34.0,0.9948,0.6,10.6,6
6.5,0.52,0.11,0.073,38.0,0.9955,0.52,9.3,5
7.4,0.6,0.26,0.083,91.0,0.99616,0.56,9.8,6
7.4,0.6,0.26,0.083,91.0,0.99616,0.56,9.8,6
7.8,0.87,0.26,0.107,67.0,0.99668,0.46,9.2,5
8.4,0.39,0.1,0.075,25.0,0.99581,0.43,9.7,6
9.1,0.775,0.22,0.079,48.0,0.9976,0.51,9.6,5
7.2,0.835,0.0,0.166,11.0,0.99608,0.52,10.0,5
6.6,0.58,0.02,0.069,40.0,0.99387,0.66,12.6,6
6.0,0.5,0.0,0.057,26.0,0.99448,0.45,9.5,5
6.0,0.5,0.0,0.057,26.0,0.99448,0.45,9.5,5
6.0,0.5,0.0,0.057,26.0,0.99448,0.45,9.5,5
7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6
7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6
7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6
7.6,0.54,0.02,0.085,31.0,0.99589,0.51,10.4,6
7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6
11.5,0.42,0.48,0.077,20.0,0.99852,0.53,11.0,5
8.2,0.44,0.24,0.063,28.0,0.99613,0.53,10.2,6
6.1,0.59,0.01,0.0559999999999999,13.0,0.99472,0.56,11.4,5
7.2,0.655,0.03,0.078,12.0,0.99587,0.39,9.5,5
7.2,0.655,0.03,0.078,12.0,0.99587,0.39,9.5,5
6.9,0.57,0.0,0.081,41.0,0.99518,0.52,10.8,5
9.0,0.6,0.29,0.069,73.0,0.99654,0.57,10.0,5
7.2,0.62,0.01,0.065,46.0,0.99332,0.51,11.8,6
7.6,0.645,0.03,0.086,57.0,0.9969,0.46,10.3,5
7.6,0.645,0.03,0.086,57.0,0.9969,0.46,10.3,5
7.2,0.58,0.03,0.077,28.0,0.99568,0.52,10.0,5
6.1,0.32,0.25,0.086,32.0,0.99464,0.44,10.1,5
6.1,0.34,0.25,0.084,28.0,0.99464,0.44,10.1,5
7.3,0.43,0.24,0.078,67.0,0.99648,0.59,11.1,6
7.4,0.64,0.17,0.168,98.0,0.99736,0.5,9.5,5
11.6,0.475,0.4,0.091,28.0,0.99704,0.65,10.0333333333333,6
9.2,0.54,0.31,0.1119999999999999,38.0,0.99699,0.56,10.9,5
8.3,0.85,0.14,0.093,54.0,0.99724,0.54,10.1,5
11.6,0.475,0.4,0.091,28.0,0.99704,0.65,10.0333333333333,6
8.0,0.83,0.27,0.08,63.0,0.99652,0.48,9.8,4
7.2,0.605,0.02,0.096,31.0,0.995,0.53,11.8,6
7.8,0.5,0.09,0.115,42.0,0.9971,0.62,9.5,5
7.3,0.74,0.08,0.094,45.0,0.99576,0.5,9.8,5
6.9,0.54,0.3,0.088,105.0,0.99725,1.18,10.5,6
8.0,0.77,0.32,0.079,74.0,0.99656,0.5,9.8,6
6.6,0.61,0.0,0.069,8.0,0.99396,0.37,10.4,4
8.7,0.78,0.51,0.415,66.0,0.99623,1.17,9.2,5
7.5,0.58,0.56,0.153,14.0,0.99476,1.03,11.6,6
8.7,0.78,0.51,0.415,66.0,0.99623,1.17,9.2,5
7.7,0.75,0.27,0.11,89.0,0.99664,0.45,9.3,5
6.8,0.815,0.0,0.267,29.0,0.99471,0.51,9.8,3
7.2,0.56,0.26,0.083,100.0,0.99586,0.52,9.9,5
8.2,0.885,0.2,0.086,31.0,0.9946,0.46,10.0,5
5.2,0.49,0.26,0.09,74.0,0.9953,0.62,12.2,6
7.2,0.45,0.15,0.078,28.0,0.99609,0.51,9.9,6
7.5,0.57,0.02,0.077,35.0,0.99557,0.62,10.8,6
7.5,0.57,0.02,0.077,35.0,0.99557,0.62,10.8,6
6.8,0.83,0.09,0.074,25.0,0.99534,0.45,9.6,5
8.0,0.6,0.22,0.08,105.0,0.99613,0.49,9.9,5
8.0,0.6,0.22,0.08,105.0,0.99613,0.49,9.9,5
7.1,0.755,0.15,0.107,84.0,0.99593,0.5,9.5,5
8.0,0.81,0.25,0.076,85.0,0.99668,0.42,9.2,5
7.4,0.64,0.07,0.1,23.0,0.9961,0.58,9.6,5
7.4,0.64,0.07,0.1,23.0,0.9961,0.58,9.6,5
6.6,0.64,0.31,0.083,49.0,0.99718,0.68,10.3,5
6.7,0.48,0.02,0.08,111.0,0.99524,0.53,9.7,5
6.0,0.49,0.0,0.068,33.0,0.99292,0.59,12.5,6
8.0,0.64,0.22,0.094,33.0,0.99612,0.58,11.0,5
7.1,0.62,0.06,0.07,12.0,0.9942,0.48,9.8,5
8.0,0.52,0.25,0.078,59.0,0.99612,0.48,10.2,5
6.4,0.57,0.14,0.07,73.0,0.99669,0.48,9.2,5
8.6,0.685,0.1,0.092,12.0,0.99745,0.65,9.55,6
8.7,0.675,0.1,0.09,11.0,0.99745,0.65,9.55,5
7.3,0.59,0.26,0.08,104.0,0.99584,0.52,9.9,5
7.0,0.6,0.12,0.083,28.0,0.9966,0.62,10.2,7
7.2,0.67,0.0,0.068,24.0,0.9956,0.72,11.1,6
7.9,0.69,0.21,0.08,141.0,0.9962,0.51,9.9,5
7.9,0.69,0.21,0.08,141.0,0.9962,0.51,9.9,5
7.6,0.3,0.42,0.052,24.0,0.9963,0.82,11.9,6
7.2,0.33,0.33,0.061,13.0,0.996,1.1,10.0,8
8.0,0.5,0.39,0.0819999999999999,46.0,0.9985,0.62,10.7,6
7.7,0.28,0.3,0.062,34.0,0.9952,0.9,11.3,7
8.2,0.24,0.34,0.062,22.0,0.9974,0.94,10.9,6
6.0,0.51,0.0,0.064,54.0,0.995,0.93,10.7,6
8.1,0.29,0.36,0.048,53.0,0.995,1.01,12.4,7
6.0,0.51,0.0,0.064,54.0,0.995,0.93,10.7,6
6.6,0.96,0.0,0.0819999999999999,16.0,0.9936,0.44,11.9,6
6.4,0.47,0.4,0.071,19.0,0.9963,0.73,10.6,6
8.2,0.24,0.34,0.062,22.0,0.9974,0.94,10.9,6
9.9,0.57,0.25,0.104,89.0,0.9963,0.9,10.1,5
10.0,0.32,0.59,0.077,15.0,0.9994,0.78,9.6,5
6.2,0.58,0.0,0.065,18.0,0.9966,0.84,9.4,5
10.0,0.32,0.59,0.077,15.0,0.9994,0.78,9.6,5
7.3,0.34,0.33,0.064,37.0,0.9952,0.77,12.1,7
7.8,0.53,0.01,0.077,19.0,0.995,0.46,9.8,5
7.7,0.64,0.21,0.077,133.0,0.9956,0.45,9.9,5
7.8,0.53,0.01,0.077,19.0,0.995,0.46,9.8,5
7.5,0.4,0.18,0.079,58.0,0.9965,0.58,9.4,5
7.0,0.54,0.0,0.079,55.0,0.9956,0.84,11.4,6
6.4,0.53,0.09,0.123,31.0,0.9968,0.67,11.0,4
8.3,0.26,0.37,0.076,23.0,0.9974,0.7,9.6,6
8.3,0.26,0.37,0.076,23.0,0.9974,0.7,9.6,6
7.7,0.23,0.37,0.046,60.0,0.9971,0.71,12.1,6
7.6,0.41,0.33,0.078,23.0,0.9957,0.58,11.2,5
7.8,0.64,0.0,0.072,55.0,0.9962,0.63,11.0,5
7.9,0.18,0.4,0.049,67.0,0.996,0.93,11.3,5
7.4,0.41,0.24,0.066,47.0,0.9956,0.62,10.4,5
7.6,0.43,0.31,0.069,74.0,0.9958,0.54,9.9,6
5.9,0.44,0.0,0.042,11.0,0.9944,0.85,11.7,6
6.1,0.4,0.16,0.069,25.0,0.9955,0.74,10.1,7
10.2,0.54,0.37,0.214,95.0,1.00369,0.77,9.0,6
10.2,0.54,0.37,0.214,95.0,1.00369,0.77,9.0,6
10.0,0.38,0.38,0.1689999999999999,90.0,0.99914,0.65,8.5,5
6.8,0.915,0.29,0.07,39.0,0.99577,0.54,11.1,5
7.0,0.59,0.0,0.052,8.0,0.996,0.47,10.3,5
7.3,0.67,0.02,0.072,92.0,0.99566,0.68,11.066666666666698,6
7.2,0.37,0.32,0.062,28.0,0.9947,0.73,11.3,7
7.4,0.785,0.19,0.094,98.0,0.99713,0.52,9.56666666666667,6
6.9,0.63,0.02,0.078,30.0,0.99712,0.75,9.8,5
6.9,0.58,0.2,0.0579999999999999,22.0,0.99322,0.49,11.7,5
7.3,0.67,0.02,0.072,92.0,0.99566,0.68,11.1,6
7.4,0.785,0.19,0.094,98.0,0.99713,0.52,9.6,6
6.9,0.63,0.02,0.078,30.0,0.99712,0.75,9.8,5
6.8,0.67,0.0,0.08,39.0,0.99701,0.74,9.7,5
6.9,0.58,0.01,0.08,54.0,0.99683,0.73,9.7,5
7.2,0.38,0.31,0.0559999999999999,29.0,0.99472,0.76,11.3,8
7.2,0.37,0.32,0.062,28.0,0.9947,0.73,11.3,7
7.8,0.32,0.44,0.104,17.0,0.99732,0.78,11.0,7
6.6,0.58,0.02,0.062,53.0,0.99374,0.76,11.6,7
7.6,0.49,0.33,0.074,85.0,0.99706,0.58,9.0,5
11.7,0.45,0.63,0.073,23.0,0.99974,0.69,10.9,6
6.5,0.9,0.0,0.052,17.0,0.99467,0.63,10.9,6
6.0,0.54,0.06,0.05,89.0,0.99236,0.5,10.55,6
7.6,0.49,0.33,0.074,85.0,0.99706,0.58,9.0,5
8.4,0.29,0.4,0.067,20.0,0.99603,0.6,10.5,5
7.9,0.2,0.35,0.054,15.0,0.99458,0.8,11.9,7
6.4,0.42,0.09,0.054,64.0,0.99724,0.68,10.4,6
6.2,0.785,0.0,0.06,13.0,0.99664,0.61,10.0,4
6.8,0.64,0.03,0.075,31.0,0.99545,0.58,10.4,6
6.9,0.63,0.01,0.076,39.0,0.99522,0.53,10.8,6
6.8,0.59,0.1,0.063,53.0,0.9958,0.67,9.7,5
6.8,0.59,0.1,0.063,53.0,0.9958,0.67,9.7,5
7.3,0.48,0.32,0.062,54.0,0.99728,0.65,10.0,7
6.7,1.04,0.08,0.067,32.0,0.99648,0.57,11.0,4
7.3,0.48,0.32,0.062,54.0,0.99728,0.65,10.0,7
7.3,0.98,0.05,0.061,49.0,0.99705,0.55,9.7,3
10.0,0.69,0.11,0.084,24.0,0.99578,0.47,9.7,5
6.7,0.7,0.08,0.067,16.0,0.99334,0.52,12.6,5
7.6,0.35,0.6,0.073,44.0,0.99656,0.79,11.1,6
6.1,0.6,0.08,0.071,45.0,0.99336,0.54,11.0,5
9.9,0.5,0.5,0.205,82.0,1.00242,0.75,8.8,5
5.3,0.47,0.11,0.048,89.0,0.99182,0.88,13.566666666666698,7
9.9,0.5,0.5,0.205,82.0,1.00242,0.75,8.8,5
5.3,0.47,0.11,0.048,89.0,0.99182,0.88,13.6,7
7.1,0.875,0.05,0.0819999999999999,14.0,0.99808,0.52,10.2,3
8.2,0.28,0.6,0.104,22.0,0.99828,0.68,10.6,5
5.6,0.62,0.03,0.08,13.0,0.99498,0.62,10.1,4
8.2,0.28,0.6,0.104,22.0,0.99828,0.68,10.6,5
7.2,0.58,0.54,0.114,9.0,0.99719,0.57,10.3,4
8.1,0.33,0.44,0.042,12.0,0.99542,0.61,10.7,5
6.8,0.91,0.06,0.06,11.0,0.99592,0.64,10.9,4
7.0,0.655,0.16,0.074,25.0,0.99606,0.55,9.7,5
6.8,0.68,0.21,0.07,23.0,0.99546,0.6,10.3,5
6.0,0.64,0.05,0.066,17.0,0.99496,0.78,10.6,5
5.6,0.54,0.04,0.049,13.0,0.9942,0.58,11.4,5
6.2,0.57,0.1,0.048,11.0,0.99448,0.76,10.8,6
7.1,0.22,0.49,0.039,18.0,0.99344,0.56,12.4,6
5.6,0.54,0.04,0.049,13.0,0.9942,0.58,11.4,5
6.2,0.65,0.06,0.05,18.0,0.99348,0.54,11.95,5
7.7,0.54,0.26,0.089,147.0,0.99636,0.59,9.7,5
6.4,0.31,0.09,0.066,28.0,0.99459,0.7,10.0,7
7.0,0.43,0.02,0.08,28.0,0.99492,0.81,10.6,6
7.7,0.54,0.26,0.089,147.0,0.99636,0.59,9.7,5
6.9,0.74,0.03,0.054,16.0,0.99508,0.63,11.5,6
6.6,0.895,0.04,0.068,13.0,0.99582,0.58,10.8,6
6.9,0.74,0.03,0.054,16.0,0.99508,0.63,11.5,6
7.5,0.725,0.04,0.076,15.0,0.99508,0.53,9.6,5
7.8,0.82,0.29,0.083,64.0,0.99642,0.53,9.4,5
7.3,0.585,0.18,0.078,60.0,0.99638,0.54,9.8,5
6.2,0.44,0.39,0.077,14.0,0.99555,0.69,11.0,6
7.5,0.38,0.57,0.106,12.0,0.99605,0.55,11.4,6
6.7,0.76,0.02,0.078,12.0,0.996,0.63,9.95,3
6.8,0.81,0.05,0.07,14.0,0.99562,0.66,10.8,6
7.5,0.38,0.57,0.106,12.0,0.99605,0.55,11.4,6
7.1,0.27,0.6,0.074,25.0,0.99814,0.72,10.6,6
7.9,0.18,0.4,0.062,20.0,0.9941,0.7,11.1,5
6.4,0.36,0.21,0.047,48.0,0.99661,0.77,9.7,6
7.1,0.69,0.04,0.068,27.0,0.99712,0.67,9.8,5
6.4,0.79,0.04,0.061,17.0,0.99588,0.65,10.4,6
6.4,0.56,0.15,0.078,65.0,0.99294,0.6,10.5,6
6.9,0.84,0.21,0.074,65.0,0.99842,0.72,9.23333333333333,6
6.9,0.84,0.21,0.074,65.0,0.99842,0.72,9.25,6
6.1,0.32,0.25,0.071,58.0,0.99633,0.97,10.6,5
6.5,0.53,0.06,0.063,44.0,0.99489,0.83,10.3,6
7.4,0.47,0.46,0.114,20.0,0.99647,0.63,10.5,5
6.6,0.7,0.08,0.106,27.0,0.99665,0.58,10.2,5
6.5,0.53,0.06,0.063,44.0,0.99489,0.83,10.3,6
6.9,0.48,0.2,0.0819999999999999,23.0,0.99585,0.43,9.05,4
6.1,0.32,0.25,0.071,58.0,0.99633,0.97,10.6,5
6.8,0.48,0.25,0.076,61.0,0.9953,0.6,10.4,5
6.0,0.42,0.19,0.075,47.0,0.99522,0.78,10.0,6
6.7,0.48,0.08,0.064,34.0,0.99552,0.64,9.7,5
6.8,0.47,0.08,0.064,38.0,0.99553,0.65,9.6,6
7.1,0.53,0.07,0.071,24.0,0.9951,0.66,10.8,6
7.9,0.29,0.49,0.096,59.0,0.99714,0.67,10.1,6
7.1,0.69,0.08,0.063,52.0,0.99608,0.6,10.2,6
6.6,0.44,0.09,0.063,18.0,0.99444,0.69,11.3,6
6.1,0.705,0.1,0.081,28.0,0.99631,0.66,10.2,5
7.2,0.53,0.13,0.0579999999999999,22.0,0.99573,0.68,9.9,6
8.0,0.39,0.3,0.074,84.0,0.99717,0.61,9.0,5
6.6,0.56,0.14,0.064,29.0,0.99397,0.62,11.7,7
7.0,0.55,0.13,0.075,35.0,0.9959,0.59,9.7,6
6.1,0.53,0.08,0.077,45.0,0.99528,0.68,10.3,6
5.4,0.58,0.08,0.059,31.0,0.99484,0.64,10.2,6
6.2,0.64,0.09,0.081,26.0,0.99538,0.63,12.0,5
7.2,0.39,0.32,0.065,60.0,0.99714,0.78,9.9,5
6.2,0.52,0.08,0.071,32.0,0.99646,0.63,11.6,6
7.4,0.25,0.29,0.054,49.0,0.99666,0.76,10.9,7
6.7,0.855,0.02,0.064,38.0,0.99472,0.56,10.75,6
11.1,0.44,0.42,0.064,19.0,0.99758,0.57,10.4,6
8.4,0.37,0.43,0.063,19.0,0.9955,0.81,11.2,7
6.5,0.63,0.33,0.059,28.0,0.99531,0.64,10.1,6
7.0,0.57,0.02,0.072,26.0,0.99575,0.61,10.2,5
6.3,0.6,0.1,0.048,26.0,0.99306,0.51,12.1,5
11.2,0.4,0.5,0.099,50.0,0.99783,0.58,10.4,5
7.4,0.36,0.3,0.074,24.0,0.99419,0.7,11.4,8
7.1,0.68,0.0,0.087,26.0,0.99783,0.53,9.5,5
7.1,0.67,0.0,0.083,27.0,0.99768,0.54,9.4,5
6.3,0.68,0.01,0.103,54.0,0.99586,0.66,11.3,6
7.3,0.735,0.0,0.08,28.0,0.99765,0.6,9.4,5
6.6,0.855,0.02,0.062,23.0,0.99627,0.6,11.0,6
7.0,0.56,0.17,0.065,24.0,0.99514,0.68,10.55,7
6.6,0.88,0.04,0.066,20.0,0.99636,0.56,9.9,5
6.6,0.855,0.02,0.062,23.0,0.99627,0.6,11.0,6
6.9,0.63,0.33,0.235,115.0,0.99787,0.56,9.5,5
7.8,0.6,0.26,0.08,131.0,0.99622,0.52,9.9,5
7.8,0.6,0.26,0.08,131.0,0.99622,0.52,9.9,5
7.8,0.6,0.26,0.08,131.0,0.99622,0.52,9.9,5
7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5
7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5
7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5
6.7,0.67,0.02,0.061,42.0,0.99489,0.82,10.9,6
6.7,0.16,0.64,0.059,52.0,0.99494,0.71,11.2,6
7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5
7.0,0.56,0.13,0.077,42.0,0.99629,0.59,9.2,5
6.2,0.51,0.14,0.0559999999999999,34.0,0.99396,0.57,11.5,6
6.4,0.36,0.53,0.23,35.0,0.9934,0.93,12.4,6
6.4,0.38,0.14,0.038,25.0,0.99514,0.65,11.1,6
7.3,0.69,0.32,0.069,104.0,0.99632,0.51,9.5,5
6.0,0.58,0.2,0.075,50.0,0.99467,0.67,12.5,6
5.6,0.31,0.78,0.074,92.0,0.99677,0.48,10.5,6
7.5,0.52,0.4,0.06,20.0,0.99474,0.64,11.8,6
8.0,0.3,0.63,0.081,29.0,0.99588,0.78,10.8,6
